AAPL,Feb 1 2001,9.12
AAPL,Mar 1 2001,11.03
AAPL,Apr 1 2001,12.74
AAPL,May 1 2001,9.98
AAPL,Jun 1 2001,11.62
AAPL,Jul 1 2001,9.4
AAPL,Aug 1 2001,9.27
